1,1,0,0,0,1,0,0,0,1
2,1,0,0,0,1,0,0,0,1
3,1,0,0,0,1,0,0,0,1
4,1,-2.262069118449538e-16,-1.383443460126536e-13,4.339774608462745e-16,0.999999999999999,3.901533813653428e-13,4.432654875203872e-19,-5.558470096075839e-19,1
5,1,0,0,0,1,0,0,0,1
6,0.9999999999999996,-6.458336988082248e-17,1.506094349076694e-13,-1.542980865737375e-16,0.9999999999999994,2.782749035218347e-13,-2.976913724990449e-19,-1.636296494653223e-19,1
7,1,0,0,0,1,0,0,0,1
8,1,0,0,0,1,0,0,0,1
9,1,0,0,0,1,0,0,0,1
10,1,0,0,0,1,0,0,0,1
11,1,0,0,0,1,0,0,0,1
12,1.000000000000002,3.38414799736821e-15,-2.251923919763193e-12,0,1.000000000000003,-6.869259368311297e-13,-2.611134113243628e-19,2.392514264919733e-18,1
13,1,0,0,0,1,0,0,0,1
14,1,0,0,0,1,0,0,0,1
15,1,0,0,0,1,0,0,0,1
16,1,-2.111089239741939e-17,-3.61256969330017e-14,8.438271500222512e-17,1,-2.245882704494747e-14,4.683541439940573e-20,-8.841604006767517e-21,1
17,1,0,0,0,1,0,0,0,1
18,1,0,0,0,1,0,0,0,1
19,0.9999999999999999,-5.767082589569404e-17,2.67771170250304e-13,2.741291074557734e-17,1,-1.098029307783011e-13,-1.581167254030228e-20,1.653141692277592e-19,1
20,1.000000000000043,-8.893427649482729e-16,-4.057398480674928e-11,1.64477464473464e-15,1.00000000000002,-3.650773152123081e-12,9.452456248401865e-18,2.594902373117751e-18,1
21,0.9996699019760058,-0.0002469901923881373,0.4142537432276415,-0.0001084817445052963,0.9997070062957794,0.2437318527052612,-1.942488493996454e-08,-1.971651383663856e-07,1
22,0.9999999999999999,3.971745595479202e-16,-1.967804747465325e-13,6.679558611978465e-17,0.9999999999999999,6.429625824332608e-14,-2.450316728505454e-20,-1.484883068351349e-20,1
23,1,-9.053376968427795e-17,4.829202352249838e-14,0,1,7.834867730957522e-14,3.077285001206654e-20,-6.640233868659574e-20,1
24,1,0,0,0,1,0,0,0,1
25,1,0,0,0,1,0,0,0,1
26,1,0,0,0,1,0,0,0,1
27,1,0,0,0,1,0,0,0,1
28,1,0,0,0,1,0,0,0,1
29,1,-1.517067407494093e-17,9.328522062451083e-15,0,1,6.798840148774803e-15,4.974927956056467e-22,-1.465032171395696e-20,1
30,1,0,0,0,1,0,0,0,1
31,0.9999999999999999,6.740238508442182e-16,-6.934705748055605e-13,-1.616017593768529e-16,1,-4.426470234675692e-14,-1.247566401576917e-19,1.656265397670337e-19,1
32,1,0,0,0,1,0,0,0,1
33,1,0,0,0,1,0,0,0,1
34,1,0,0,0,1,0,0,0,1
35,1,0,0,0,1,0,0,0,1
36,0.9999999999999994,-1.703597840174603e-15,1.514913081431358e-12,1.444913895451895e-16,0.999999999999999,-1.040442320376101e-13,8.496772791806037e-20,-1.006494133070671e-18,1
