Vehicle_ID,Timestamp,Frame_Number,Ortho_X,Ortho_Y,Local_X,Local_Y,Latitude,Longitude,Vehicle_Length,Vehicle_Width,Vehicle_Class,Vehicle_Speed,Vehicle_Acceleration,Road_Section,Lane_Number,Visibility
112,2022-10-07 17:52:13.666,5,5610.8,2906.0,170169.61,532228.73,37.3889172,126.6631481,5.36,2.16,2,23.1,0.22,1_2,4,1
113,2022-10-07 17:52:13.666,5,5507.9,4743.2,170166.31,532173.38,37.3884183,126.6631131,4.7,2.15,0,23.5,-0.24,,,1
114,2022-10-07 17:52:13.666,5,5558.5,4524.8,170167.86,532179.96,37.3884776,126.6631303,5.26,2.19,2,19.0,-0.09,,,1
115,2022-10-07 17:52:13.666,5,4078.3,3087.5,170123.41,532223.43,37.3888679,126.6626266,5.02,2.18,0,9.2,-0.24,2_2,2,1
116,2022-10-07 17:52:13.666,5,7841.2,1809.5,170236.93,532261.53,37.3892149,126.663907,5.07,2.25,0,31.4,-0.12,1_1,7,1
117,2022-10-07 17:52:13.666,5,3299.3,5541.0,170099.67,532149.58,37.3882017,126.6623616,4.74,2.05,0,0.8,0.0,,,1
118,2022-10-07 17:52:13.666,5,7418.4,564.2,170224.32,532299.1,37.389553,126.6637631,5.28,2.26,0,,,,,0
119,2022-10-07 17:52:13.666,5,2609.3,3096.2,170079.14,532223.32,37.3888655,126.6621268,3.77,1.82,0,24.5,-0.17,,,1
120,2022-10-07 17:52:13.666,5,4499.2,4868.2,170135.9,532169.72,37.3883844,126.6627698,4.93,2.22,0,41.9,0.04,3_1,1,1
121,2022-10-07 17:52:13.666,5,4016.1,3166.9,170121.53,532221.04,37.3888463,126.6626055,4.97,2.12,0,0.6,0.01,2_2,3,1
122,2022-10-07 17:52:13.666,5,4090.4,5408.3,170123.52,532153.49,37.3882378,126.6626308,5.64,2.32,0,44.6,-0.07,3_1,1,1
123,2022-10-07 17:52:13.666,5,6965.9,2704.3,170210.46,532234.66,37.3889719,126.6636091,4.22,1.98,0,1.0,-0.0,1_1,5,1
124,2022-10-07 17:52:13.666,5,5367.5,-795.5,170162.67,532340.3,37.3899221,126.6630653,,,0,,,,,0
125,2022-10-07 17:52:13.666,5,4731.3,4927.5,170142.88,532167.91,37.3883683,126.6628488,13.02,3.0,1,1.5,0.04,3_4,2,1
126,2022-10-07 17:52:13.666,5,3634.8,6509.7,170109.67,532120.35,37.3879387,126.6624757,5.19,2.31,0,,,3_4,3,0
127,2022-10-07 17:52:13.666,5,7480.1,2244.4,170226.0,532248.47,37.3890968,126.6637841,4.19,2.08,0,36.6,0.1,1_1,6,1
128,2022-10-07 17:52:13.666,5,5022.2,4858.5,170151.66,532169.96,37.388387,126.6629478,5.2,2.34,0,32.6,-0.07,3_4,4,1
129,2022-10-07 17:52:13.666,5,5152.9,5309.5,170155.55,532156.36,37.3882646,126.6629923,5.27,2.2,2,37.6,0.16,,,1
130,2022-10-07 17:52:13.666,5,4209.3,3080.4,170127.36,532223.63,37.3888698,126.6626712,4.37,1.97,0,1.4,-0.05,2_2,1,1
131,2022-10-07 17:52:13.666,5,5194.9,2955.9,170157.07,532227.27,37.3889036,126.6630066,5.25,2.23,2,9.0,-0.67,,,1
132,2022-10-07 17:52:13.666,5,7125.1,1110.4,170215.43,532282.68,37.3894047,126.6636633,2.76,1.14,3,25.8,0.07,1_2,3,1
134,2022-10-07 17:52:13.666,5,8131.7,1122.4,170245.76,532282.21,37.3894014,126.6640058,,,1,,,,,0
135,2022-10-07 17:52:13.666,5,7625.3,648.3,170230.55,532296.55,37.3895301,126.6638335,5.48,2.38,0,,,,,0
133,2022-10-07 17:52:13.666,5,7184.8,1391.1,170217.19,532274.21,37.3893285,126.6636836,5.37,2.16,2,16.1,0.49,1_2,1,1
1,2022-10-07 17:52:13.701,6,6625.2,1419.8,170200.33,532273.41,37.3893207,126.6634932,5.19,2.21,0,24.2,0.3,1_2,5,1
2,2022-10-07 17:52:13.701,6,5173.4,3275.5,170156.39,532217.64,37.3888168,126.6629993,4.97,2.16,0,31.4,0.35,,,1
3,2022-10-07 17:52:13.701,6,5908.6,4261.1,170178.43,532187.86,37.3885492,126.6632494,5.18,2.28,0,15.5,-0.09,,,1
4,2022-10-07 17:52:13.701,6,6498.3,3359.6,170196.3,532214.97,37.388794,126.6634501,4.95,2.24,0,11.9,-0.1,1_1,5,1
5,2022-10-07 17:52:13.701,6,6546.7,3080.5,170197.79,532223.37,37.3888698,126.6634665,4.97,2.26,0,0.7,0.04,1_1,4,1
7,2022-10-07 17:52:13.701,6,5780.8,3885.9,170174.62,532199.19,37.3886511,126.6632059,5.26,2.29,0,38.2,0.21,,,1
8,2022-10-07 17:52:13.701,6,6202.2,2488.3,170187.47,532241.25,37.3890306,126.6633493,5.08,2.2,0,27.4,0.05,1_2,2,1
9,2022-10-07 17:52:13.701,6,5554.5,3926.8,170167.8,532197.98,37.38864,126.6631289,5.59,2.51,2,38.6,0.24,,,1
10,2022-10-07 17:52:13.701,6,6184.7,3735.1,170186.81,532203.68,37.388692,126.6633433,5.02,2.23,0,12.2,-0.12,,,1
11,2022-10-07 17:52:13.701,6,5127.3,3543.3,170154.97,532209.58,37.3887441,126.6629835,5.16,2.26,0,22.7,-0.01,,,1
12,2022-10-07 17:52:13.701,6,6779.6,1756.4,170204.94,532263.25,37.3892293,126.6635457,4.78,2.18,0,17.0,0.35,1_2,2,1
13,2022-10-07 17:52:13.701,6,7474.4,1875.2,170225.87,532259.59,37.389197,126.6637822,5.06,2.28,0,0.8,0.05,1_1,4,1
14,2022-10-07 17:52:13.701,6,7624.9,825.7,170230.52,532291.2,37.389482,126.6638334,5.36,2.31,0,5.9,0.38,,,1
15,2022-10-07 17:52:13.701,6,6712.8,2866.6,170202.82,532229.8,37.3889279,126.6635231,4.56,2.18,0,0.6,0.03,1_1,4,1
16,2022-10-07 17:52:13.701,6,5662.5,4234.6,170171.02,532188.69,37.3885564,126.6631657,4.65,2.15,0,11.9,-0.19,,,1
17,2022-10-07 17:52:13.701,6,4726.9,5599.8,170142.68,532147.65,37.3881858,126.6628473,5.28,2.32,0,18.3,-0.15,3_4,6,1
18,2022-10-07 17:52:13.701,6,6853.7,1126.6,170207.25,532282.22,37.3894003,126.663571,5.17,2.21,0,18.1,0.38,1_2,5,1
19,2022-10-07 17:52:13.701,6,6618.4,1699.9,170200.09,532264.97,37.3892446,126.6634909,5.23,2.23,0,23.3,0.11,1_2,3,1
20,2022-10-07 17:52:13.701,6,7370.8,2172.1,170222.72,532250.66,37.3891164,126.6637469,5.11,2.24,0,0.7,0.05,1_1,5,1
21,2022-10-07 17:52:13.701,6,7871.9,1339.4,170237.9,532275.69,37.3893425,126.6639174,4.83,2.16,0,0.8,0.07,,,1
22,2022-10-07 17:52:13.701,6,6699.6,3231.3,170202.38,532218.81,37.3888288,126.6635186,4.85,2.21,0,14.5,0.02,1_1,6,1
23,2022-10-07 17:52:13.701,6,4652.1,4492.9,170140.54,532181.02,37.3884863,126.6628218,5.37,2.29,0,41.8,0.18,3_1,2,1
24,2022-10-07 17:52:13.701,6,5561.1,2778.9,170168.12,532232.57,37.3889517,126.6631312,4.87,2.18,0,28.8,-0.13,1_2,5,1
25,2022-10-07 17:52:13.701,6,4942.6,5314.1,170149.21,532156.24,37.3882633,126.6629207,4.73,2.15,0,21.7,0.06,3_4,6,1
26,2022-10-07 17:52:13.701,6,7314.9,2608.3,170220.98,532237.52,37.388998,126.6637279,5.07,2.25,0,29.9,0.21,1_1,7,1
27,2022-10-07 17:52:13.701,6,8033.6,1142.4,170242.8,532281.61,37.389396,126.6639725,5.35,2.29,0,1.0,0.07,,,1
28,2022-10-07 17:52:13.701,6,4864.9,4229.0,170146.99,532188.94,37.3885579,126.6628943,4.44,2.06,0,43.0,0.08,,,1
29,2022-10-07 17:52:13.701,6,7214.9,2018.3,170218.03,532255.31,37.3891582,126.6636939,4.82,2.2,0,44.9,0.09,1_1,3,1
30,2022-10-07 17:52:13.701,6,6069.4,2488.8,170183.47,532241.25,37.3890304,126.6633041,5.1,2.18,0,30.6,0.1,1_2,3,1
31,2022-10-07 17:52:13.701,6,7981.8,1374.2,170241.21,532274.63,37.3893331,126.6639548,5.0,2.21,0,0.9,0.07,,,1
32,2022-10-07 17:52:13.701,6,7532.7,1968.2,170227.62,532256.78,37.3891718,126.663802,4.81,2.16,0,0.9,0.09,1_1,5,1
33,2022-10-07 17:52:13.701,6,5585.4,3276.3,170168.8,532217.58,37.3888166,126.6631394,4.8,2.16,0,29.7,0.17,,,1
34,2022-10-07 17:52:13.701,6,4161.8,5980.6,170125.61,532136.24,37.3880824,126.662655,5.29,2.28,0,18.6,0.39,3_4,4,1
35,2022-10-07 17:52:13.701,6,7207.1,648.4,170217.95,532296.59,37.3895301,126.6636912,5.02,2.2,0,12.4,0.2,,,1
36,2022-10-07 17:52:13.701,6,4326.9,4765.0,170130.72,532172.85,37.3884124,126.6627112,4.91,2.15,0,46.8,0.45,3_1,3,1
37,2022-10-07 17:52:13.701,6,6933.8,1721.7,170209.6,532264.27,37.3892387,126.6635982,4.95,2.22,0,21.9,0.3,1_2,1,1
38,2022-10-07 17:52:13.701,6,3439.1,6076.0,170103.82,532133.44,37.3880565,126.6624091,5.54,2.27,2,43.3,0.05,3_2,2,1
39,2022-10-07 17:52:13.701,6,2021.9,3860.4,170061.36,532200.36,37.388658,126.6619269,4.28,1.95,0,28.7,0.03,,,1
40,2022-10-07 17:52:13.701,6,4488.3,5898.4,170135.46,532138.68,37.3881047,126.6627661,5.18,2.29,0,15.5,0.15,3_4,6,1
41,2022-10-07 17:52:13.701,6,3358.3,5663.0,170101.43,532145.9,37.3881686,126.6623816,4.7,2.08,0,45.9,0.12,3_2,5,1
42,2022-10-07 17:52:13.701,6,6085.1,2302.0,170183.96,532246.88,37.3890811,126.6633094,5.02,2.21,0,23.5,-0.03,1_2,4,1
43,2022-10-07 17:52:13.701,6,6858.6,2666.8,170207.23,532235.8,37.3889821,126.6635727,4.92,2.16,0,0.6,0.05,1_1,4,1
44,2022-10-07 17:52:13.701,6,6388.4,1713.1,170193.16,532264.59,37.389241,126.6634126,5.29,2.29,0,25.0,0.02,1_2,5,1
45,2022-10-07 17:52:13.701,6,4514.0,5193.0,170136.31,532159.93,37.3882962,126.6627749,4.7,2.16,0,0.5,0.03,3_4,2,1
46,2022-10-07 17:52:13.701,6,3814.1,5589.8,170115.18,532148.05,37.3881885,126.6625367,4.7,2.12,0,45.2,-0.05,3_2,2,1
47,2022-10-07 17:52:13.701,6,4969.9,3172.5,170150.26,532220.77,37.3888448,126.66293,,,0,0.5,0.01,,,1
48,2022-10-07 17:52:13.701,6,4177.7,6320.9,170126.05,532125.98,37.38799,126.6626605,4.97,2.25,0,14.4,0.16,3_4,6,1
49,2022-10-07 17:52:13.701,6,4685.1,5882.3,170141.39,532139.14,37.3881091,126.6628331,4.87,2.12,0,39.1,0.04,,,1
50,2022-10-07 17:52:13.701,6,4714.5,3859.9,170142.49,532200.08,37.3886582,126.6628431,5.02,2.19,0,41.2,0.28,,,1
51,2022-10-07 17:52:13.701,6,7698.3,1734.2,170232.63,532263.82,37.3892353,126.6638583,4.69,2.18,0,0.9,0.05,1_1,5,1
52,2022-10-07 17:52:13.701,6,7438.1,737.2,170224.9,532293.89,37.389506,126.6637698,4.3,1.95,0,25.4,0.07,,,1
53,2022-10-07 17:52:13.701,6,5404.0,4545.8,170163.2,532179.34,37.3884719,126.6630777,5.08,2.26,0,21.4,-0.21,,,1
54,2022-10-07 17:52:13.701,6,6441.8,2824.9,170194.65,532231.09,37.3889392,126.6634308,4.98,2.31,0,54.4,0.31,1_1,2,1
55,2022-10-07 17:52:13.701,6,5905.3,3043.8,170178.46,532224.55,37.3888797,126.6632483,4.95,2.17,0,37.1,0.03,1_2,1,1
56,2022-10-07 17:52:13.701,6,4226.2,5562.8,170127.6,532148.82,37.3881958,126.6626769,4.33,2.04,0,0.7,0.04,3_4,2,1
57,2022-10-07 17:52:13.701,6,7290.6,1127.8,170220.41,532282.13,37.3894,126.6637196,5.41,2.35,0,10.5,0.35,1_2,2,1
58,2022-10-07 17:52:13.701,6,3976.4,6056.2,170120.02,532133.98,37.3880619,126.6625919,4.81,2.2,0,21.6,0.22,3_4,3,1
59,2022-10-07 17:52:13.701,6,5729.4,4480.2,170173.01,532181.28,37.3884897,126.6631884,4.97,2.23,0,16.6,-0.11,,,1
60,2022-10-07 17:52:13.701,6,6515.8,2256.3,170196.94,532248.21,37.3890936,126.663456,5.24,2.26,0,28.8,-0.05,1_2,1,1
61,2022-10-07 17:52:13.701,6,5897.8,3923.4,170178.14,532198.04,37.3886409,126.6632457,5.06,2.32,0,5.3,-0.02,,,1
62,2022-10-07 17:52:13.701,6,3918.0,6293.8,170118.23,532126.83,37.3879974,126.6625721,5.33,2.28,0,14.2,0.38,3_4,4,1
63,2022-10-07 17:52:13.701,6,6391.0,3272.3,170193.07,532217.61,37.3888177,126.6634135,4.82,2.21,0,0.7,0.01,1_1,4,1
64,2022-10-07 17:52:13.701,6,5189.8,3978.9,170156.8,532196.45,37.3886259,126.6630048,5.07,2.27,0,38.5,0.08,,,1
65,2022-10-07 17:52:13.701,6,5908.0,2346.6,170178.62,532245.55,37.389069,126.6632492,11.54,2.97,1,28.9,0.2,1_2,5,1
66,2022-10-07 17:52:13.701,6,5893.1,2901.1,170178.11,532228.85,37.3889185,126.6632441,5.31,2.31,0,30.0,0.26,1_2,2,1
67,2022-10-07 17:52:13.701,6,6692.8,2543.8,170202.24,532239.53,37.3890155,126.6635162,5.08,2.19,0,52.7,0.42,1_1,2,1
68,2022-10-07 17:52:13.701,6,6832.3,1346.5,170206.58,532275.59,37.3893406,126.6635637,4.99,2.17,0,21.2,0.18,1_2,4,1
69,2022-10-07 17:52:13.701,6,6341.2,3138.4,170191.59,532221.65,37.3888541,126.6633966,3.97,1.95,0,42.5,0.25,1_1,3,1
70,2022-10-07 17:52:13.701,6,3425.6,5911.5,170103.44,532138.4,37.3881011,126.6624045,4.92,2.19,0,49.6,0.09,3_2,3,1
71,2022-10-07 17:52:13.701,6,6497.6,2112.1,170196.41,532252.56,37.3891327,126.6634498,5.1,2.22,0,24.1,0.49,1_2,2,1
72,2022-10-07 17:52:13.701,6,7618.2,1672.5,170230.22,532265.68,37.3892521,126.6638311,4.91,2.21,0,0.8,0.08,1_1,4,1
73,2022-10-07 17:52:13.701,6,5158.2,3683.1,170155.88,532205.36,37.3887062,126.6629941,5.05,2.17,0,36.6,-0.49,,,1
74,2022-10-07 17:52:13.701,6,7003.2,2475.1,170211.61,532241.56,37.3890341,126.6636219,4.14,2.09,0,0.7,0.04,1_1,4,1
75,2022-10-07 17:52:13.701,6,5079.6,4953.9,170153.38,532167.08,37.3883611,126.6629673,5.13,2.24,0,19.6,0.18,3_4,5,1
76,2022-10-07 17:52:13.701,6,7176.3,2271.3,170216.84,532247.69,37.3890895,126.6636807,5.18,2.36,0,0.8,0.04,1_1,4,1
77,2022-10-07 17:52:13.701,6,6313.8,2171.8,170190.86,532250.78,37.3891165,126.6633873,5.02,2.25,0,29.7,-0.07,1_2,3,1
78,2022-10-07 17:52:13.701,6,3871.9,6011.6,170116.87,532135.34,37.388074,126.6625564,5.39,2.31,0,0.8,0.03,3_4,2,1
79,2022-10-07 17:52:13.701,6,4377.6,4294.1,170132.3,532187.04,37.3885403,126.6627285,4.98,2.19,0,46.6,0.27,3_1,5,1
80,2022-10-07 17:52:13.701,6,4338.8,5397.6,170131.01,532153.79,37.3882407,126.6627152,4.45,2.06,0,0.6,0.03,3_4,2,1
81,2022-10-07 17:52:13.701,6,3739.5,5136.5,170112.98,532161.72,37.3883116,126.6625113,4.49,2.08,0,46.6,-0.27,3_1,5,1
82,2022-10-07 17:52:13.701,6,6918.4,1392.9,170209.17,532274.19,37.389328,126.663593,4.11,1.89,0,22.2,0.03,1_2,3,1
83,2022-10-07 17:52:13.701,6,4259.1,5688.1,170128.57,532145.04,37.3881618,126.6626881,5.22,2.25,0,23.8,0.3,3_4,3,1
84,2022-10-07 17:52:13.701,6,7224.4,1837.0,170218.34,532260.77,37.3892074,126.6636971,5.07,2.33,0,70.2,0.47,1_1,2,1
85,2022-10-07 17:52:13.701,6,4007.2,5163.5,170121.04,532160.88,37.3883042,126.6626024,4.74,2.13,0,43.1,0.08,3_1,3,1
86,2022-10-07 17:52:13.701,6,6946.4,2924.0,170209.85,532228.04,37.3889123,126.6636025,4.59,2.12,0,13.2,0.47,1_1,6,1
87,2022-10-07 17:52:13.701,6,7316.0,2076.9,170221.08,532253.53,37.3891423,126.6637283,4.29,2.1,0,0.9,0.04,1_1,4,1
88,2022-10-07 17:52:13.701,6,4277.9,6000.9,170129.11,532135.61,37.3880769,126.6626945,5.21,2.35,0,22.7,0.37,3_4,5,1
89,2022-10-07 17:52:13.701,6,5999.3,4018.8,170181.19,532195.16,37.388615,126.6632803,4.59,2.14,0,17.0,-0.05,,,1
90,2022-10-07 17:52:13.701,6,6119.1,3640.9,170184.84,532206.53,37.3887176,126.663321,5.07,2.28,0,4.7,-0.17,,,1
91,2022-10-07 17:52:13.701,6,3988.2,6361.2,170120.34,532124.79,37.387979,126.6625959,5.32,2.29,0,17.4,0.26,3_4,5,1
92,2022-10-07 17:52:13.701,6,4717.2,5261.5,170142.43,532157.85,37.3882776,126.662844,4.19,2.09,0,26.8,0.19,3_4,4,1
93,2022-10-07 17:52:13.701,6,5810.9,2650.3,170175.66,532236.42,37.3889866,126.6632162,4.37,2.07,0,23.1,0.01,1_2,4,1
94,2022-10-07 17:52:13.701,6,4711.8,5105.9,170142.28,532162.54,37.3883199,126.6628422,4.17,2.03,0,27.5,0.23,3_4,3,1
95,2022-10-07 17:52:13.701,6,6644.1,2411.4,170200.79,532243.52,37.3890514,126.6634997,4.92,2.2,0,48.9,0.13,1_1,1,1
96,2022-10-07 17:52:13.701,6,6342.7,3696.7,170191.57,532204.83,37.3887025,126.6633971,4.97,2.25,0,15.0,-0.37,,,1
97,2022-10-07 17:52:13.701,6,5288.7,4342.8,170159.74,532185.47,37.3885271,126.6630385,4.62,2.21,0,38.7,0.46,,,1
98,2022-10-07 17:52:13.701,6,7429.7,907.2,170224.63,532288.77,37.3894599,126.663767,4.81,2.16,0,8.0,0.23,1_2,2,1
99,2022-10-07 17:52:13.701,6,4634.5,4350.2,170140.03,532185.32,37.388525,126.6628159,4.89,2.22,0,45.4,0.25,,,1
100,2022-10-07 17:52:13.701,6,7087.3,1000.3,170214.3,532286.0,37.3894346,126.6636505,5.1,2.21,0,19.0,0.53,1_2,4,1
101,2022-10-07 17:52:13.701,6,7842.9,1564.6,170237.01,532268.91,37.3892814,126.6639076,4.38,2.08,0,0.9,0.06,,,1
102,2022-10-07 17:52:13.701,6,7746.4,1504.7,170234.1,532270.73,37.3892976,126.6638747,4.29,2.08,0,0.9,0.06,,,1
103,2022-10-07 17:52:13.701,6,5624.4,3410.0,170169.96,532213.54,37.3887803,126.6631527,4.19,2.0,0,38.2,0.12,,,1
104,2022-10-07 17:52:13.701,6,7105.5,2663.4,170214.67,532235.88,37.388983,126.6636566,4.91,2.23,0,20.9,0.48,1_1,6,1
105,2022-10-07 17:52:13.701,6,5529.5,3187.7,170167.13,532220.25,37.3888407,126.6631204,5.12,2.24,0,37.9,0.16,,,1
106,2022-10-07 17:52:13.701,6,4754.8,4534.1,170143.64,532179.76,37.3884751,126.6628568,4.45,2.07,0,41.4,0.09,,,1
107,2022-10-07 17:52:13.701,6,3722.4,6543.0,170112.31,532119.34,37.3879297,126.6625055,5.65,2.44,0,,,3_4,4,0
108,2022-10-07 17:52:13.701,6,4704.5,4086.0,170142.17,532193.27,37.3885968,126.6628397,17.46,3.34,2,24.6,0.07,,,1
109,2022-10-07 17:52:13.701,6,3788.6,2765.4,170114.71,532233.16,37.3889553,126.662528,5.09,2.15,0,14.2,-0.33,2_2,1,1
110,2022-10-07 17:52:13.701,6,4069.4,5751.0,170122.85,532143.17,37.3881447,126.6626236,5.15,2.27,0,0.6,0.05,3_4,2,1
111,2022-10-07 17:52:13.701,6,7191.0,2421.6,170217.27,532243.16,37.3890487,126.6636857,5.36,2.2,2,0.8,0.06,1_1,5,1
112,2022-10-07 17:52:13.701,6,5606.3,2911.5,170169.47,532228.56,37.3889157,126.6631465,5.36,2.16,2,23.1,0.28,1_2,4,1
113,2022-10-07 17:52:13.701,6,5513.2,4737.0,170166.47,532173.57,37.38842,126.6631149,4.7,2.15,0,23.5,-0.29,,,1
114,2022-10-07 17:52:13.701,6,5563.0,4519.3,170167.99,532180.12,37.3884791,126.6631318,5.26,2.19,2,18.9,-0.1,,,1
115,2022-10-07 17:52:13.701,6,4080.5,3089.6,170123.47,532223.36,37.3888673,126.6626274,5.02,2.18,0,9.1,-0.3,2_2,2,1
116,2022-10-07 17:52:13.701,6,7848.2,1800.6,170237.14,532261.8,37.3892173,126.6639094,5.07,2.25,0,31.3,-0.19,1_1,7,1
117,2022-10-07 17:52:13.701,6,3299.2,5540.9,170099.67,532149.58,37.3882018,126.6623615,4.74,2.05,0,0.8,0.02,,,1
118,2022-10-07 17:52:13.701,6,7417.7,565.1,170224.3,532299.08,37.3895527,126.6637629,5.28,2.26,0,,,,,0
119,2022-10-07 17:52:13.701,6,2614.3,3090.0,170079.29,532223.51,37.3888672,126.6621285,3.77,1.82,0,24.5,-0.23,,,1
120,2022-10-07 17:52:13.701,6,4491.0,4878.4,170135.65,532169.42,37.3883816,126.662767,4.93,2.22,0,41.9,0.04,3_1,1,1
121,2022-10-07 17:52:13.701,6,4016.2,3167.0,170121.53,532221.04,37.3888463,126.6626055,4.97,2.12,0,0.6,0.02,2_2,3,1
122,2022-10-07 17:52:13.701,6,4081.1,5420.1,170123.24,532153.14,37.3882345,126.6626276,5.64,2.32,0,44.5,-0.1,3_1,1,1
123,2022-10-07 17:52:13.701,6,6965.6,2704.5,170210.45,532234.66,37.3889719,126.6636091,4.22,1.98,0,1.0,0.01,1_1,5,1
124,2022-10-07 17:52:13.701,6,5367.6,-795.6,170162.68,532340.3,37.3899222,126.6630653,,,0,,,,,0
125,2022-10-07 17:52:13.701,6,4731.1,4927.6,170142.88,532167.91,37.3883683,126.6628487,13.02,3.0,1,1.5,0.05,3_4,2,1
126,2022-10-07 17:52:13.701,6,3635.8,6507.6,170109.7,532120.42,37.3879393,126.6624761,5.19,2.31,0,,,3_4,3,0
127,2022-10-07 17:52:13.701,6,7487.5,2234.5,170226.23,532248.76,37.3890995,126.6637866,4.19,2.08,0,36.6,0.06,1_1,6,1
128,2022-10-07 17:52:13.701,6,5027.7,4851.2,170151.82,532170.18,37.388389,126.6629497,5.2,2.34,0,32.6,-0.08,3_4,4,1
129,2022-10-07 17:52:13.701,6,5160.4,5300.4,170155.77,532156.63,37.388267,126.6629948,5.27,2.2,2,37.7,0.19,,,1
130,2022-10-07 17:52:13.701,6,4208.9,3080.2,170127.34,532223.63,37.3888699,126.662671,4.37,1.97,0,1.4,-0.06,2_2,1,1
131,2022-10-07 17:52:13.701,6,5191.6,2959.0,170156.97,532227.18,37.3889028,126.6630054,5.25,2.23,2,8.9,-0.82,,,1
132,2022-10-07 17:52:13.701,6,7121.2,1115.9,170215.31,532282.51,37.3894032,126.663662,2.76,1.14,3,25.8,0.11,1_2,3,1
134,2022-10-07 17:52:13.701,6,8130.7,1120.3,170245.73,532282.27,37.389402,126.6640055,,,1,,,,,0
135,2022-10-07 17:52:13.701,6,7624.3,649.2,170230.52,532296.52,37.3895299,126.6638332,5.48,2.38,0,,,,,0
133,2022-10-07 17:52:13.701,6,7181.4,1395.7,170217.09,532274.07,37.3893272,126.6636825,5.37,2.16,2,16.2,0.65,1_2,1,1
1,2022-10-07 17:52:13.733,7,6620.7,1425.4,170200.19,532273.24,37.3893191,126.6634917,5.19,2.21,0,24.2,0.33,1_2,5,1
2,2022-10-07 17:52:13.733,7,5167.7,3282.7,170156.21,532217.43,37.3888149,126.6629973,4.97,2.16,0,31.5,0.41,,,1
3,2022-10-07 17:52:13.733,7,5911.3,4257.2,170178.51,532187.98,37.3885503,126.6632503,5.18,2.28,0,15.4,-0.1,,,1
4,2022-10-07 17:52:13.733,7,6501.1,3356.5,170196.38,532215.06,37.3887948,126.663451,4.95,2.24,0,11.9,-0.1,1_1,5,1
5,2022-10-07 17:52:13.733,7,6546.6,3080.4,170197.78,532223.37,37.3888698,126.6634665,4.97,2.26,0,0.7,0.05,1_1,4,1
7,2022-10-07 17:52:13.733,7,5787.9,3876.6,170174.84,532199.46,37.3886536,126.6632083,5.26,2.29,0,38.2,0.27,,,1
8,2022-10-07 17:52:13.733,7,6196.8,2495.2,170187.31,532241.05,37.3890287,126.6633475,5.08,2.2,0,27.4,0.05,1_2,2,1
9,2022-10-07 17:52:13.733,7,5560.9,3916.9,170167.99,532198.27,37.3886427,126.6631311,5.59,2.51,2,38.7,0.29,,,1
10,2022-10-07 17:52:13.733,7,6186.9,3732.1,170186.87,532203.78,37.3886929,126.6633441,5.02,2.23,0,12.2,-0.13,,,1
11,2022-10-07 17:52:13.733,7,5123.0,3548.8,170154.84,532209.41,37.3887426,126.6629821,5.16,2.26,0,22.7,-0.02,,,1
12,2022-10-07 17:52:13.733,7,6776.7,1760.1,170204.86,532263.13,37.3892283,126.6635448,4.78,2.18,0,17.0,0.39,1_2,2,1
13,2022-10-07 17:52:13.733,7,7474.4,1875.1,170225.87,532259.6,37.3891971,126.6637822,5.06,2.28,0,0.8,0.07,1_1,4,1
14,2022-10-07 17:52:13.733,7,7624.1,826.6,170230.49,532291.17,37.3894817,126.6638331,5.36,2.31,0,6.0,0.41,,,1
15,2022-10-07 17:52:13.733,7,6712.7,2866.5,170202.81,532229.8,37.3889279,126.663523,4.56,2.18,0,0.6,0.05,1_1,4,1
16,2022-10-07 17:52:13.733,7,5664.4,4231.7,170171.08,532188.78,37.3885572,126.6631663,4.65,2.15,0,11.9,-0.23,,,1
17,2022-10-07 17:52:13.733,7,4730.7,5594.8,170142.79,532147.8,37.3881871,126.6628486,5.28,2.32,0,18.3,-0.19,3_4,6,1
18,2022-10-07 17:52:13.733,7,6850.5,1130.6,170207.15,532282.1,37.3893992,126.6635699,5.17,2.21,0,18.1,0.41,1_2,5,1
19,2022-10-07 17:52:13.733,7,6614.4,1705.4,170199.97,532264.8,37.3892431,126.6634896,5.23,2.23,0,23.3,0.1,1_2,3,1
20,2022-10-07 17:52:13.733,7,7370.7,2172.2,170222.71,532250.65,37.3891164,126.6637469,5.11,2.24,0,0.7,0.06,1_1,5,1
21,2022-10-07 17:52:13.733,7,7871.8,1339.3,170237.9,532275.7,37.3893425,126.6639174,4.83,2.16,0,0.8,0.09,,,1
22,2022-10-07 17:52:13.733,7,6702.1,3227.3,170202.45,532218.93,37.3888299,126.6635194,4.85,2.21,0,14.5,0.04,1_1,6,1
23,2022-10-07 17:52:13.733,7,4644.0,4502.5,170140.3,532180.73,37.3884837,126.6628191,5.37,2.29,0,41.9,0.24,3_1,2,1
24,2022-10-07 17:52:13.733,7,5555.4,2785.8,170167.95,532232.36,37.3889498,126.6631292,4.87,2.18,0,28.8,-0.16,1_2,5,1
25,2022-10-07 17:52:13.733,7,4946.6,5308.7,170149.33,532156.4,37.3882648,126.6629221,4.73,2.15,0,21.7,0.05,3_4,6,1
26,2022-10-07 17:52:13.733,7,7320.2,2600.7,170221.15,532237.75,37.389,126.6637297,5.07,2.25,0,29.9,0.29,1_1,7,1
27,2022-10-07 17:52:13.733,7,8033.6,1142.3,170242.8,532281.62,37.389396,126.6639724,5.35,2.29,0,1.0,0.09,,,1
